sparql,template_name,variables,answer,question
"
ASK {
        ?zoning :permitsUse ""agricultural Use"" .
}
",template_use_1var_yn_answer,{'use': 'agricultural Use'},True,Are agricultural Use permitted?
"
ASK {
        ?zoning :permitsUse ""agricultural Use"" .
}
",template_use_1var_yn_answer,{'use': 'agricultural Use'},True,Are agricultural Use allowed?
"
ASK {
        ?zoning :permitsUse ""warehouses"" .
}
",template_use_1var_yn_answer,{'use': 'warehouses'},True,Are warehouses permitted?
"
ASK {
        ?zoning :permitsUse ""warehouses"" .
}
",template_use_1var_yn_answer,{'use': 'warehouses'},True,Are warehouses allowed?
"
ASK {
        ?zoning :permitsUse ""woodworking shops"" .
}
",template_use_1var_yn_answer,{'use': 'woodworking shops'},True,Are woodworking shops permitted?
"
ASK {
        ?zoning :permitsUse ""woodworking shops"" .
}
",template_use_1var_yn_answer,{'use': 'woodworking shops'},True,Are woodworking shops allowed?
"
ASK {
        ?zoning :permitsUse ""dwellings"" .
}
",template_use_1var_yn_answer,{'use': 'dwellings'},True,Are dwellings permitted?
"
ASK {
        ?zoning :permitsUse ""dwellings"" .
}
",template_use_1var_yn_answer,{'use': 'dwellings'},True,Are dwellings allowed?
"
ASK {
        ?zoning :permitsUse ""maintenance/storage buildings"" .
}
",template_use_1var_yn_answer,{'use': 'maintenance/storage buildings'},True,Are maintenance/storage buildings permitted?
"
ASK {
        ?zoning :permitsUse ""maintenance/storage buildings"" .
}
",template_use_1var_yn_answer,{'use': 'maintenance/storage buildings'},True,Are maintenance/storage buildings allowed?
"
ASK {
        ?zoning :permitsUse ""restaurants"" .
}
",template_use_1var_yn_answer,{'use': 'restaurants'},True,Are restaurants permitted?
"
ASK {
        ?zoning :permitsUse ""restaurants"" .
}
",template_use_1var_yn_answer,{'use': 'restaurants'},True,Are restaurants allowed?
"
ASK {
        ?zoning :permitsUse ""hotels and motels (excluding other residential occupancies)"" .
}
",template_use_1var_yn_answer,{'use': 'hotels and motels (excluding other residential occupancies)'},True,Are hotels and motels (excluding other residential occupancies) permitted?
"
ASK {
        ?zoning :permitsUse ""hotels and motels (excluding other residential occupancies)"" .
}
",template_use_1var_yn_answer,{'use': 'hotels and motels (excluding other residential occupancies)'},True,Are hotels and motels (excluding other residential occupancies) allowed?
"
ASK {
        ?zoning :permitsUse ""single-family dwellings"" .
}
",template_use_1var_yn_answer,{'use': 'single-family dwellings'},True,Are single-family dwellings permitted?
"
ASK {
        ?zoning :permitsUse ""single-family dwellings"" .
}
",template_use_1var_yn_answer,{'use': 'single-family dwellings'},True,Are single-family dwellings allowed?
"
ASK {
        ?zoning :permitsUse ""indoor theaters"" .
}
",template_use_1var_yn_answer,{'use': 'indoor theaters'},True,Are indoor theaters permitted?
"
ASK {
        ?zoning :permitsUse ""indoor theaters"" .
}
",template_use_1var_yn_answer,{'use': 'indoor theaters'},True,Are indoor theaters allowed?
"
ASK {
        ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" .
}
",template_use_1var_yn_answer,{'use': 'light commercial (excluding wholesale sales)'},True,Are light commercial (excluding wholesale sales) permitted?
"
ASK {
        ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" .
}
",template_use_1var_yn_answer,{'use': 'light commercial (excluding wholesale sales)'},True,Are light commercial (excluding wholesale sales) allowed?
"
ASK {
        ?zoning :permitsUse ""schools and colleges (excluding colleges or trade schools operated for profit)"" .
}
",template_use_1var_yn_answer,{'use': 'schools and colleges (excluding colleges or trade schools operated for profit)'},True,Are schools and colleges (excluding colleges or trade schools operated for profit) permitted?
"
ASK {
        ?zoning :permitsUse ""schools and colleges (excluding colleges or trade schools operated for profit)"" .
}
",template_use_1var_yn_answer,{'use': 'schools and colleges (excluding colleges or trade schools operated for profit)'},True,Are schools and colleges (excluding colleges or trade schools operated for profit) allowed?
"
ASK {
        ?zoning :permitsUse ""breweries"" .
}
",template_use_1var_yn_answer,{'use': 'breweries'},True,Are breweries permitted?
"
ASK {
        ?zoning :permitsUse ""breweries"" .
}
",template_use_1var_yn_answer,{'use': 'breweries'},True,Are breweries allowed?
"
ASK {
        ?zoning :permitsUse ""financial services"" .
}
",template_use_1var_yn_answer,{'use': 'financial services'},True,Are financial services permitted?
"
ASK {
        ?zoning :permitsUse ""financial services"" .
}
",template_use_1var_yn_answer,{'use': 'financial services'},True,Are financial services allowed?
"
ASK {
        ?zoning :permitsUse ""automotive self-service motor fuel dispensing facilities"" .
}
",template_use_1var_yn_answer,{'use': 'automotive self-service motor fuel dispensing facilities'},True,Are automotive self-service motor fuel dispensing facilities permitted?
"
ASK {
        ?zoning :permitsUse ""automotive self-service motor fuel dispensing facilities"" .
}
",template_use_1var_yn_answer,{'use': 'automotive self-service motor fuel dispensing facilities'},True,Are automotive self-service motor fuel dispensing facilities allowed?
"
ASK {
        ?zoning :permitsUse ""public utility stations"" .
}
",template_use_1var_yn_answer,{'use': 'public utility stations'},True,Are public utility stations permitted?
"
ASK {
        ?zoning :permitsUse ""public utility stations"" .
}
",template_use_1var_yn_answer,{'use': 'public utility stations'},True,Are public utility stations allowed?
"
ASK {
        ?zoning :permitsUse ""machine shops"" .
}
",template_use_1var_yn_answer,{'use': 'machine shops'},True,Are machine shops permitted?
"
ASK {
        ?zoning :permitsUse ""machine shops"" .
}
",template_use_1var_yn_answer,{'use': 'machine shops'},True,Are machine shops allowed?
"
ASK {
        ?zoning :permitsUse ""swimming pools and playgrounds"" .
}
",template_use_1var_yn_answer,{'use': 'swimming pools and playgrounds'},True,Are swimming pools and playgrounds permitted?
"
ASK {
        ?zoning :permitsUse ""swimming pools and playgrounds"" .
}
",template_use_1var_yn_answer,{'use': 'swimming pools and playgrounds'},True,Are swimming pools and playgrounds allowed?
"
ASK {
        ?zoning :permitsUse ""boat storage yards"" .
}
",template_use_1var_yn_answer,{'use': 'boat storage yards'},True,Are boat storage yards permitted?
"
ASK {
        ?zoning :permitsUse ""boat storage yards"" .
}
",template_use_1var_yn_answer,{'use': 'boat storage yards'},True,Are boat storage yards allowed?
"
ASK {
        ?zoning :permitsUse ""health and medical institutions (such as hospitals)"" .
}
",template_use_1var_yn_answer,{'use': 'health and medical institutions (such as hospitals)'},True,Are health and medical institutions (such as hospitals) permitted?
"
ASK {
        ?zoning :permitsUse ""health and medical institutions (such as hospitals)"" .
}
",template_use_1var_yn_answer,{'use': 'health and medical institutions (such as hospitals)'},True,Are health and medical institutions (such as hospitals) allowed?
"
ASK {
        ?zoning :permitsUse ""multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences"" .
}
",template_use_1var_yn_answer,"{'use': 'multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences'}",True,"Are multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences permitted?"
"
ASK {
        ?zoning :permitsUse ""multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences"" .
}
",template_use_1var_yn_answer,"{'use': 'multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences'}",True,"Are multiple family dwellings, such as apartment houses, boarding houses, condominiums and congregate residences allowed?"
"
ASK {
        ?zoning :permitsUse ""rehabilitation centers"" .
}
",template_use_1var_yn_answer,{'use': 'rehabilitation centers'},True,Are rehabilitation centers permitted?
"
ASK {
        ?zoning :permitsUse ""rehabilitation centers"" .
}
",template_use_1var_yn_answer,{'use': 'rehabilitation centers'},True,Are rehabilitation centers allowed?
"
ASK {
        ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" .
}
",template_use_1var_yn_answer,"{'use': 'school and colleges operated for profit (including commercial, vocational and trade schools)'}",True,"Are school and colleges operated for profit (including commercial, vocational and trade schools) permitted?"
"
ASK {
        ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" .
}
",template_use_1var_yn_answer,"{'use': 'school and colleges operated for profit (including commercial, vocational and trade schools)'}",True,"Are school and colleges operated for profit (including commercial, vocational and trade schools) allowed?"
"
ASK {
        ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" .
}
",template_use_1var_yn_answer,"{'use': 'amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)'}",True,"Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) permitted?"
"
ASK {
        ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" .
}
",template_use_1var_yn_answer,"{'use': 'amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)'}",True,"Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) allowed?"
"
ASK {
        ?zoning :permitsUse ""major automotive repair"" .
}
",template_use_1var_yn_answer,{'use': 'major automotive repair'},True,Are major automotive repair permitted?
"
ASK {
        ?zoning :permitsUse ""major automotive repair"" .
}
",template_use_1var_yn_answer,{'use': 'major automotive repair'},True,Are major automotive repair allowed?
"
ASK {
        ?zoning :permitsUse ""product distribution centers"" .
}
",template_use_1var_yn_answer,{'use': 'product distribution centers'},True,Are product distribution centers permitted?
"
ASK {
        ?zoning :permitsUse ""product distribution centers"" .
}
",template_use_1var_yn_answer,{'use': 'product distribution centers'},True,Are product distribution centers allowed?
"
ASK {
        ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" .
}
",template_use_1var_yn_answer,{'use': 'automotive motor fuel dispensing facilities'},True,Are automotive motor fuel dispensing facilities permitted?
"
ASK {
        ?zoning :permitsUse ""automotive motor fuel dispensing facilities"" .
}
",template_use_1var_yn_answer,{'use': 'automotive motor fuel dispensing facilities'},True,Are automotive motor fuel dispensing facilities allowed?
"
ASK {
        ?zoning :permitsUse ""plastic product design, molding and assembly"" .
}
",template_use_1var_yn_answer,"{'use': 'plastic product design, molding and assembly'}",True,"Are plastic product design, molding and assembly permitted?"
"
ASK {
        ?zoning :permitsUse ""plastic product design, molding and assembly"" .
}
",template_use_1var_yn_answer,"{'use': 'plastic product design, molding and assembly'}",True,"Are plastic product design, molding and assembly allowed?"
"
ASK {
        ?zoning :permitsUse ""paper manufacturing"" .
}
",template_use_1var_yn_answer,{'use': 'paper manufacturing'},True,Are paper manufacturing permitted?
"
ASK {
        ?zoning :permitsUse ""paper manufacturing"" .
}
",template_use_1var_yn_answer,{'use': 'paper manufacturing'},True,Are paper manufacturing allowed?
"
ASK {
        ?zoning :permitsUse ""liquid fertilizer manufacturing"" .
}
",template_use_1var_yn_answer,{'use': 'liquid fertilizer manufacturing'},True,Are liquid fertilizer manufacturing permitted?
"
ASK {
        ?zoning :permitsUse ""liquid fertilizer manufacturing"" .
}
",template_use_1var_yn_answer,{'use': 'liquid fertilizer manufacturing'},True,Are liquid fertilizer manufacturing allowed?
"
ASK {
        ?zoning :permitsUse ""carpet manufacturing"" .
}
",template_use_1var_yn_answer,{'use': 'carpet manufacturing'},True,Are carpet manufacturing permitted?
"
ASK {
        ?zoning :permitsUse ""carpet manufacturing"" .
}
",template_use_1var_yn_answer,{'use': 'carpet manufacturing'},True,Are carpet manufacturing allowed?
"
ASK {
        ?zoning :permitsUse ""religious, cultural and fraternal activities"" .
}
",template_use_1var_yn_answer,"{'use': 'religious, cultural and fraternal activities'}",True,"Are religious, cultural and fraternal activities permitted?"
"
ASK {
        ?zoning :permitsUse ""religious, cultural and fraternal activities"" .
}
",template_use_1var_yn_answer,"{'use': 'religious, cultural and fraternal activities'}",True,"Are religious, cultural and fraternal activities allowed?"
"
ASK {
        ?zoning :permitsUse ""recreation centers"" .
}
",template_use_1var_yn_answer,{'use': 'recreation centers'},True,Are recreation centers permitted?
"
ASK {
        ?zoning :permitsUse ""recreation centers"" .
}
",template_use_1var_yn_answer,{'use': 'recreation centers'},True,Are recreation centers allowed?
"
ASK {
        ?zoning :permitsUse ""police and fire department stations"" .
}
",template_use_1var_yn_answer,{'use': 'police and fire department stations'},True,Are police and fire department stations permitted?
"
ASK {
        ?zoning :permitsUse ""police and fire department stations"" .
}
",template_use_1var_yn_answer,{'use': 'police and fire department stations'},True,Are police and fire department stations allowed?
"
ASK {
        ?zoning :permitsUse ""cultural institutions (such as museums and art galleries)"" .
}
",template_use_1var_yn_answer,{'use': 'cultural institutions (such as museums and art galleries)'},True,Are cultural institutions (such as museums and art galleries) permitted?
"
ASK {
        ?zoning :permitsUse ""cultural institutions (such as museums and art galleries)"" .
}
",template_use_1var_yn_answer,{'use': 'cultural institutions (such as museums and art galleries)'},True,Are cultural institutions (such as museums and art galleries) allowed?
"
ASK {
        ?zoning :permitsUse ""private garages"" .
}
",template_use_1var_yn_answer,{'use': 'private garages'},True,Are private garages permitted?
"
ASK {
        ?zoning :permitsUse ""private garages"" .
}
",template_use_1var_yn_answer,{'use': 'private garages'},True,Are private garages allowed?
"
ASK {
        ?zoning :permitsUse ""indoor swap meets"" .
}
",template_use_1var_yn_answer,{'use': 'indoor swap meets'},True,Are indoor swap meets permitted?
"
ASK {
        ?zoning :permitsUse ""indoor swap meets"" .
}
",template_use_1var_yn_answer,{'use': 'indoor swap meets'},True,Are indoor swap meets allowed?
